//,prefix,name,class,checksw,sprite gr.,sprite sn.gr.,sprite c1,sprite c2,sprite,sprite des/sn,offset,size z,size xy,specterrain,minyear,maxyear,popul.,mail,probab,life,str. Name,c1a,c2a,c3a,rating,cost,flags,availability,zone,colour,c1,c2,c3,replace,building id,
TOWNBUILDINGV2(,BASETROP_WAREHOUSE,ADOBE_GRANARIES_1c,CLASS_TROPIC_WAREHOUSE,nearby_track_switch,spriteset_claygranaries_gnd(4),spriteset_claygranaries_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_claygranaries(4),spriteset_claygranaries(4),0,16,16,TILETYPE_DESERT,0,1950,2,0,8,10,STR_TOWN_BUILDING_NAME_ADOBE_GRANARIES_1,0,5,3,10,20, ,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD, 0x56  ,42,)
//,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWNBUILDING1(,BASETROP,SACRED_SHRINE_1,CLASS_TROPIC,no_desert_switch,spriteset_clayspecials_gnd(0),spriteset_clayspecials_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_clayspecials(0),spriteset_clayspecials(0),0,16,16,TILETYPE_DESERT,0,1970,6,2,1,20, STR_TOWN_BUILDING_NAME_SACRED_SHRINE_1,6,1,1,150,100,HOUSE_FLAG_CHURCH,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS, MAIL,FOOD, 0x53  ,43,)
TOWNBUILDING1(,BASETROP,ADOBE_CHIEF_HUT_1,CLASS_TROPIC_FLATS,no_desert_switch() && oneintown_or_nearby10_switch(),spriteset_clayspecials_gnd(1),spriteset_clayspecials_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_clayspecials(1),spriteset_clayspecials(1),0,16,16,TILETYPE_DESERT,0,1950,10,4,10,30, STR_TOWN_BUILDING_NAME_ADOBE_CHIEF_HOUSE_1,4,3,1,200,120,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS, MAIL,GOOD, 0x59  ,44,)
TOWNBUILDING1(,BASETROP_WAREHOUSE,ADOBE_WAREHOUSE_1,CLASS_TROPIC_WAREHOUSE,nearby_road_switch() && sameclassnearby3_max_switch(),spriteset_clayspecials_gnd(2),spriteset_clayspecials_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_clayspecials(2),spriteset_clayspecials(2),0,16,16,TILETYPE_DESERT,0,1955,5,0,5,5, STR_TOWN_BUILDING_NAME_ADOBE_WAREHOUSE_1,1,3,2,100,50,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,  bitmask(TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT | TOWNZONE_EDGE),RECOLOUR_N, MAIL,GOOD,FOOD, 0x4E  ,45,)
HOUSELAYOUT1(,BASETROP_WAREHOUSE,ADOBE_WAREHOUSE_1b_V2,CLASS_TROPIC_WAREHOUSE,,spriteset_clayspecials_gnd(4),spriteset_clayspecials_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_clayspecials(4),spriteset_clayspecials(4),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, MAIL,GOOD,FOOD, 0x4E  ,47,)
TOWNBUILDINGV2(,BASETROP_WAREHOUSE,ADOBE_WAREHOUSE_1b,CLASS_TROPIC_WAREHOUSE,nearby_road_switch() && sameclassnearby3_max_switch(),spriteset_clayspecials_gnd(3),spriteset_clayspecials_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_clayspecials(3),spriteset_clayspecials(3),0,16,16,TILETYPE_DESERT,0,1960,2,0,8,10, STR_TOWN_BUILDING_NAME_ADOBE_WAREHOUSE_1,1,4,1,90,45,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,  bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, MAIL,GOOD,FOOD, 0x4E  ,46,)
HOUSELAYOUT1(,BASETROP_WAREHOUSE,ADOBE_WAREHOUSE_1c_V2,CLASS_TROPIC_WAREHOUSE,,spriteset_clayspecials_gnd(3),spriteset_clayspecials_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_clayspecials(3),spriteset_clayspecials(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, MAIL,GOOD,FOOD, 0x4E  ,47,)
TOWNBUILDINGV2(,BASETROP_WAREHOUSE,ADOBE_WAREHOUSE_1c,CLASS_TROPIC_WAREHOUSE,nearby_track_switch,spriteset_clayspecials_gnd(4),spriteset_clayspecials_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_clayspecials(4),spriteset_clayspecials(4),0,16,16,TILETYPE_DESERT,0,1960,2,0,10,15, STR_TOWN_BUILDING_NAME_ADOBE_WAREHOUSE_1,0,5,1,80,40,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, MAIL,GOOD,FOOD, 0x4E  ,47,)
//,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETROP,ADOBE_PALACE_1_S,CLASS_RESIDENTIAL,,spriteset_claypalace_gnd(3),spriteset_claypalace_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_claypalace(3),spriteset_claypalace(3),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,51,)
HOUSELAYOUT1(,BASETROP,ADOBE_PALACE_1_E,CLASS_RESIDENTIAL,,spriteset_claypalace_gnd(1),spriteset_claypalace_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_claypalace(1),spriteset_claypalace(1),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,50,)
HOUSELAYOUT1(,BASETROP,ADOBE_PALACE_1_W,CLASS_RESIDENTIAL,,spriteset_claypalace_gnd(2),spriteset_claypalace_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_claypalace(2),spriteset_claypalace(2),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,49,)
TOWNBUILDING2X2(,BASETROP,ADOBE_PALACE_1,CLASS_RESIDENTIAL,check_samecount1_switch() && onlycity_switch() && no_desert_switch(),spriteset_claypalace_gnd(0),spriteset_claypalace_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_claypalace(0),spriteset_claypalace(0),0,16,16,TILETYPE_DESERT,0,1955,45,5,10,35, STR_TOWN_BUILDING_NAME_ADOBE_PALACE_1 ,3,2,2,300,250,HOUSE_FLAG_STADIUM,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB),RECOLOUR_BGOR, PASS,MAIL,FOOD,0x14  ,48,)
//,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWNBUILDING1(,BASETROP,ADOBE_CHIEF_HOUSE_1,CLASS_RESIDENTIAL,check_samecount1_switch() && no_desert_switch(),spriteset_claypalace_gnd(4),spriteset_claypalace_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_claypalace(4),spriteset_claypalace(4),0,16,16,TILETYPE_DESERT,0,1960,15,5,5,15, STR_TOWN_BUILDING_NAME_ADOBE_CHIEF_HOUSE_1,3,2,1,300,150,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,GOOD, 0x59  ,52,)
//wattle houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWNBUILDING1(,BASETROP,WATTLE_HUTS_1,CLASS_TROPIC,rainforest_only_switch() || desert_only_switch(),spriteset_wattlehuts_gnd(0),spriteset_wattle_houses1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_wattlehuts(0),spriteset_wattle_houses1(0),0,16,16,TILETYPE_DESERT,0,1955,5,0,15,0, STR_TOWN_BUILDING_NAME_WATTLE_HUTS_1,2,0,1,3,5,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,53,)
TOWNBUILDING1(,BASETROP,WATTLE_HUTS_1b,CLASS_TROPIC,rainforest_only_switch() || (desert_only_switch() && roadSE_switch()),spriteset_wattlehuts_gnd(1),spriteset_wattle_houses1_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_wattlehuts(1),spriteset_wattle_houses1(2),0,16,16,TILETYPE_DESERT,0,1952,5,0,10,0, STR_TOWN_BUILDING_NAME_WATTLE_HUTS_1,2,0,1,3,5,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,54,)
TOWNBUILDING1(,BASETROP,WATTLE_HUTS_1c,CLASS_TROPIC,rainforest_only_switch,spriteset_wattlehuts_gnd(2),spriteset_wattlehuts_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_wattlehuts(2),spriteset_wattlehuts(2),0,16,16,TILETYPE_DESERT,0,1952,5,0,10,0, STR_TOWN_BUILDING_NAME_WATTLE_HUTS_1,2,0,1,3,5,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,55,)
TOWNBUILDING1(,BASETROP,WATTLE_HUTS_1d,CLASS_TROPIC,rainforest_only_switch() || (desert_only_switch() && nearby_road_switch() && onlytown_switch()),spriteset_wattlehuts_gnd(3),spriteset_wattle_houses1_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_wattlehuts(3),spriteset_wattle_houses1(1),0,16,16,TILETYPE_DESERT,0,1930,6,0,8,0, STR_TOWN_BUILDING_NAME_WATTLE_HUTS_1,2,0,2,4,7,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE  | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,56,)
TOWNBUILDING1(,BASETROP,WATTLE_HUTS_1e,CLASS_TROPIC,rainforest_only_switch,spriteset_wattlehuts_gnd(4),spriteset_wattlehuts_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_wattlehuts(4),spriteset_wattlehuts(4),0,16,16,TILETYPE_DESERT,0,1920,7,0,5,0, STR_TOWN_BUILDING_NAME_WATTLE_HUTS_1,3,0,2,5,10,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,57,)
// additional hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETEMP,HOTEL_2_E,CLASS_TEMPERATE_HOTEL,,GROUNDSPRITE_CONCRETE,GROUNDSPRITE_CONCRETE,arctichotel_c1_E,arctichotel_c2_E,arctichotel_bd_E,arctichotel_sn_E,0,32,16,TILETYPE_SNOW,,,,,,,,,,,,,,,,,,,,,59,)
TOWNBUILDING1X2(,BASETEMP,HOTEL_2,CLASS_TEMPERATE_HOTEL,no_desert_switch() && sametypenearby10_max_switch() && noslums_switch(),GROUNDSPRITE_CONCRETE,GROUNDSPRITE_CONCRETE,arctichotel_c1_N,arctichotel_c2_N,arctichotel_bd_N,arctichotel_sn_N,0,32,16,TILETYPE_SNOW,1880,1990,90,14,10,15, STR_TOWN_BUILDING_NAME_HOTEL_1,6,2,4,120,150,,bitmask(CLIMATE_ARCTIC | ABOVE_SNOWLINE | CLIMATE_TROPICAL),bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,FOOD,TOUR,0x07  ,58,)
//clay slums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETROP,ADOBE_SHANTY_SHACKS_AND_SHOPS_V2,CLASS_SLUMS,,spriteset_slumsold_white_gnd(1),spriteset_slumsold_white_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold_white(1),spriteset_slumsold_white(1),0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,GOOD,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,ADOBE_SHANTY_SHACKS_AND_SHOPS,CLASS_SLUMS,noresidentials_nearby_switch,spriteset_slumsold_gnd(0),GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold(0),spriteset_slumsold(0),0,16,16,TILETYPE_DESERT,1910,MAX_YEAR,12,0,8,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_AND_SHOPS_1,4,3,2,15,25,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,GOOD,FOOD, 0x51  ,60,)
HOUSELAYOUT1(,BASETROP,ADOBE_SHANTY_SHACKS_V2,CLASS_SLUMS,,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4599,4599,0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,WATR,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,ADOBE_SHANTY_SHACKS,CLASS_SLUMS,noresidentials_nearby_switch,spriteset_slumsold_gnd(1),spriteset_slumsold_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold(1),spriteset_slumsold(1),0,16,16,TILETYPE_DESERT,1890,MAX_YEAR,8,0,5,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,3,1,2,10,15,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,61,)
HOUSELAYOUT1(,BASETROP,ADOBE_SHANTY_SHACKS_2_V2,CLASS_SLUMS,,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4600,4600,0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,WATR,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,ADOBE_SHANTY_SHACKS_2,CLASS_SLUMS,noresidentials_nearby_switch,spriteset_slumsold_gnd(2),spriteset_slumsold_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold(2),spriteset_slumsold(2),0,16,16,TILETYPE_DESERT,1870,MAX_YEAR,8,0,4,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,2,1,1,10,15,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,62,)
HOUSELAYOUT1(,BASETROP,ADOBE_SHANTY_SHACKS_3_V2,CLASS_SLUMS,,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4598,4598,0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,WATR,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,ADOBE_SHANTY_SHACKS_3,CLASS_SLUMS,sameclassnearby2_switch() && no_desert_switch() && onlytown_switch(),spriteset_slumsold_gnd(3),spriteset_slumsold_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold(3),spriteset_slumsold(3),0,16,16,TILETYPE_DESERT,1890,MAX_YEAR,7,0,7,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,2,1,1,8,10,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,63,)
HOUSELAYOUT1(,BASETROP,ADOBE_SHANTY_SHACKS_4_V2,CLASS_SLUMS,,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4597,4597,0,16,16,TILETYPE_DESERT,,,,,,,,,,,,,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS,WATR,FOOD,,,)
TOWNBUILDINGV2(,BASETROP,ADOBE_SHANTY_SHACKS_4,CLASS_SLUMS,sameclassnearby2_switch() && no_desert_switch() && onlytown_switch(),spriteset_slumsold_gnd(4),spriteset_slumsold_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold(4),spriteset_slumsold(4),0,16,16,TILETYPE_DESERT,1870,MAX_YEAR,7,0,5,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,2,1,1,8,10,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,WATR,FOOD, 0x51  ,64,)
//white metal wooden default slums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_V4,,,spriteset_slumsold_white_gnd(0),spriteset_slumsold_white_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold_white(0),spriteset_slumsold_white(0),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_V3,,,spriteset_slums_metal_gnd(0),spriteset_slums_metal_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_metal(0),spriteset_slums_metal(0),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_V2,,,spriteset_slums_wood_gnd(0),spriteset_slums_wood_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_wood(0),spriteset_slums_wood(0),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
TOWNBUILDINGV4(,BASETROP,SHANTY_SHACKS,CLASS_SLUMS,sameclassnearby1_switch,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4599,4599,0,16,16,TILETYPE_DESERT,1930, MAX_YEAR,10,1,10,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,3,1,1,30,20, , bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,65,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_2_V4,,,spriteset_slumsold_white_gnd(2),spriteset_slumsold_white_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold_white(2),spriteset_slumsold_white(2),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_2_V3,,,spriteset_slums_metal_gnd(1),spriteset_slums_metal_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_metal(1),spriteset_slums_metal(1),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_2_V2,,,spriteset_slums_wood_gnd(1),spriteset_slums_wood_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_wood(1),spriteset_slums_wood(1),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
TOWNBUILDINGV4(,BASETROP,SHANTY_SHACKS_2,CLASS_SLUMS,sameclassnearby1_switch,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4598,4598,0,16,16,TILETYPE_DESERT,1930, MAX_YEAR,10,1,10,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,3,1,1,30,20, , bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,66,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_3_V4,,,spriteset_slumsold_white_gnd(3),spriteset_slumsold_white_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold_white(3),spriteset_slumsold_white(3),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_3_V3,,,spriteset_slums_metal_gnd(2),spriteset_slums_metal_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_metal(2),spriteset_slums_metal(2),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_3_V2,,,spriteset_slums_wood_gnd(2),spriteset_slums_wood_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_wood(2),spriteset_slums_wood(2),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,,)
TOWNBUILDINGV4(,BASETROP,SHANTY_SHACKS_3,CLASS_SLUMS,sameclassnearby1_switch,GROUNDSPRITE_CLEARED,GROUNDSPRITE_DESERT_1_2,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4597,4597,0,16,16,TILETYPE_DESERT,1940, MAX_YEAR,12,2,10,0, STR_TOWN_BUILDING_NAME_SHANTY_SHACKS_1,3,1,1,30,20, , bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS, MAIL,FOOD, 0x51  ,67,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_4_V4,,,spriteset_slumsold_white_gnd(4),spriteset_slumsold_white_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slumsold_white(4),spriteset_slumsold_white(4),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_BGOR, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_4_V3,,,spriteset_slums_metal_gnd(3),spriteset_slums_metal_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_metal(3),spriteset_slums_metal(3),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_BGOR, PASS, MAIL,FOOD, 0x51  ,,)
HOUSELAYOUT1(,BASETROP,SHANTY_SHACKS_4_V2,,,spriteset_slums_wood_gnd(3),spriteset_slums_wood_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_slums_wood(3),spriteset_slums_wood(3),0,16,16,TILETYPE_DESERT,,,,,,,,3,1,1,,, ,bitmask(CLIMATE_TROPICAL) ,,RECOLOUR_BGOR, PASS, MAIL,FOOD, 0x51  ,,)
